"市町村","タイトル","所在地","緯度","経度","写真1","写真2","写真3","写真4","写真5","写真6","写真7","写真8","写真9","写真10","連絡先","分類","災害種別","備考"
"","江ノ脇集会所","貞光字江の脇２０４番地","34.042792","134.069276","","","","","","","","","","","０８８３－６２－３１１１","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","川東集会所","貞光字岡４２５番地３","34.031483","134.065626","","","","","","","","","","","０８８３－６２－３１１１","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","太田小学校","貞光字太田西１０７番地","34.044543","134.080029","","","","","","","","","","","0883-62-2331","指定緊急避難場所（法指定）,指定避難所（法定外）","崖崩れ等,地震,大規模な火事","校舎のみ耐震性能あり"
"","太田公民館","貞光字太田西１３１番地１","34.04421","134.080238","","","","","","","","","","","0883-62-2074","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,地震,大規模な火事",""
"","貞光老人福祉センター","貞光字西山１５２番地２","34.035537","134.059831","","","","","","","","","","","０８８３－６２－３１１１","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,大規模な火事,内水氾濫",""
"","貞光保健センター","貞光字中須賀６８番地１","34.040365","134.065164","","","","","","","","","","","0883-62-3313","指定緊急避難場所（法指定）,指定避難所（法定外）,福祉避難所（法定外）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","貞光中学校体育館","貞光字中須賀５２番地","34.037538","134.064564","","","","","","","","","","","0883-62-2331","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫",""
"","まちなみ交流館","貞光字町６８番地","34.035364","134.06253","","","","","","","","","","","0883-62-3111","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震,大規模な火事,内水氾濫",""
"","つるぎ高校","貞光字馬出８０番地６","34.041058","134.056871","","","","","","","","","","","0883-62-3135","指定緊急避難場所（法指定）,指定避難所（法定外）","洪水,崖崩れ等,地震,大規模な火事,内水氾濫","一部校舎・体育館のみ耐震性能あり"
"","就業改善センター","貞光字宮下６１番地","34.038276","134.062131","","","","","","","","","","","0883-62-2331","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,大規模な火事",""
"","上板町西分老人集会所","上板町西分字西ツメノ２４","34.113828","134.428271","","","","","","","","","","","088-694-6810","指定緊急避難場所（法定外）,指定避難所（法定外）","地震",""
"","松島幼稚園","上板町鍛冶屋原字北原２０","34.120595","134.399567","","","","","","","","","","","088-694-6814","指定緊急避難場所（法定外）,指定避難所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","神宅幼稚園","上板町神宅字喜来１３５","34.133801","134.413994","","","","","","","","","","","088-694-6814","指定緊急避難場所（法定外）,指定避難所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","高志小学校（体育館）","板野郡上板町高瀬１１０８","34.104267","134.419028","","","","","","","","","","","088-694-6814","指定緊急避難場所（法指定）,指定避難所（法指定）","崖崩れ等,地震,内水氾濫",""
"","松島小学校（体育館）","板野郡上板町鍛冶屋原字北原２０","34.120896","134.399191","","","","","","","","","","","088-694-6814","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町農村環境改善センター","板野郡上板町七條字経塚４２","34.121424","134.405824","","","","","","","","","","","088-694-3111","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町役場（中央公民館）","板野郡上板町七條字経塚４２","34.121384","134.404823","","","","","","","","","","","088-694-3111","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","さくら保育所","上板町西分日吉前２０－１","34.120467","134.417653","","","","","","","","","","","088-694-6814","指定緊急避難場所（法定外）,指定避難所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町文化センター第１分館","板野郡上板町西分字滝ノ宮西２６－１","34.130727","134.422392","","","","","","","","","","","088-694-3020","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","松島小学校（多目的ホール）","上板町鍛冶屋原字北原20","34.1208143403507","134.399705958803","","","","","","","","","","","","指定緊急避難場所（法定外）,指定避難所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板町高志学童保育施設","上板町高瀬字天目一１１１３番地１","34.103732647607","134.419125152054","","","","","","","","","","","","指定緊急避難場所（法定外）,指定避難所（法定外）","崖崩れ等,地震,内水氾濫",""
"","上板町松島学童保育施設","上板町鍛冶屋原字北原２０番地","34.1222087917103","134.399319720681","","","","","","","","","","","","指定緊急避難場所（法定外）,指定避難所（法定外）","洪水,崖崩れ等,地震,内水氾濫",""
"","上板中学校（体育館）","板野郡上板町神宅字西金屋４４","34.125178","134.410668","","","","","","","","","","","088-694-6814","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,崖崩れ等,地震,内水氾濫",""
"","藍住東中学校","藍住町住吉字若宮49-1","34.1286621576435","134.51140379399","","","","","","","","","","","088-692-6520","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","福祉ホームリズム","藍住町矢上字安任56-5","34.1392906399944","134.502698728837","","","","","","","","","","","088-692-6699","指定緊急避難場所（法定外）,指定避難所（法指定）,福祉避難所（法指定）","洪水,地震,津波,大規模な火事,内水氾濫",""
"","藍住町町民体育館","藍住町奥野字矢上前18-1","34.1259596281336","134.496124347218","","","","","","","","","","","088-692-1115","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震,津波,内水氾濫",""
"","北島北公園総合体育館","北島町太郎八須字五反地10-1","34.134646","134.557766","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","北島南老人憩の家","北島町鯛浜字川久保171","34.113456","134.55232","","","","","","","","","","","088-698-9802","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水",""
"","北島町総合庁舎（公民館）","北島町中村字上地23-1","34.125501","134.546834","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震,津波",""
"","北島町立保育所","北島町中村字竹ノ下23-1","34.12831","134.548922","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水",""
"","北島東児童館","北島町中村字本須76-7","34.126517","134.562932","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","南部地区学習等供用施設","北島町江尻字宮ノ本41","34.119206","134.543705","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","北島町清掃センター","北島町太郎八須字宮ノ本1-1","34.140788","134.565304","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","北島西児童館","北島町高房字勝瑞境95-10","34.129196","134.53392","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","北島町武道館","北島町江尻字柳池4-1","34.122516","134.545399","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震",""
"","北島町保健相談センター","北島町新喜来字南古田88-1","34.126701","134.546108","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震",""
"","図書館・創世ホール","北島町新喜来字南古田91","34.126058","134.546249","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震,津波",""
"","サンビレッジ北島","北島町中村字日開野51-5","34.129129","134.553464","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水",""
"","サンライフ北島","北島町中村字川田9-1","34.125735","134.545996","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震",""
"","町民体育センター","北島町中村字中内11-1","34.128286","134.555114","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","洪水,地震",""
"","中央地区学習等供用施設","北島町中村字長池28","34.124094","134.550671","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
"","北部地区学習等供用施設","北島町北村字壱町四反地18-1","34.137106","134.553294","","","","","","","","","","","","指定緊急避難場所（法指定）,指定避難所（法指定）","地震",""
